FIRE_YEAR,STATE,FIRE_SIZE,DISCOVERY_DOY
1993,CO,330.4,254
1993,FL,99.61,222
1993,OR,73.5,239
1993,MT,16.42,152
1993,NM,1.12,213
1993,GA,1.88,203
1993,UT,2.58,239
1993,NM,100.08,184
1993,MT,45.2,290
1993,NV,6.11,246
1993,MT,10.76,113
1993,SC,4.97,284
1993,WA,8.61,270
1993,GA,38.82,230
1993,UT,11.19,184
1993,ID,21.15,175
1993,ID,37.62,197
1993,OR,198.91,272
1993,ID,2.26,108
1993,CO,4.5,210
1993,MT,128.92,218
1993,CO,70.62,140
1993,SC,2.09,222
1993,NV,7.03,299
1993,OR,20.55,299
1993,TN,356.06,285
1993,GA,173.06,142
1993,NM,61.23,168
1993,AZ,40.91,201
1993,MS,9.65,239
1993,MS,60.52,252
1993,CA,19.09,272
1993,AZ,28.49,107
1993,CO,0.75,197
1993,MS,28.12,143
1993,TN,191.5,199
1993,GA,42.15,112
1993,UT,5.71,184
1993,AL,1236.8,295
1993,WA,37.36,170
1993,NV,0.37,103
1993,AL,6.46,210
1993,VA,48.41,109
1993,TN,12.87,277
1993,TX,34.31,212
1993,WA,579.52,118
1993,MT,32.17,232
1993,MT,0.51,273
1993,CO,173.97,237
1993,FL,39.76,259
1993,NV,1.83,284
1993,CO,7.87,160
1993,MT,32.12,124
1993,NV,4.58,147
1993,MT,6.49,204
1993,UT,231.69,255
1993,TX,161.09,227
1993,UT,2.52,261
1993,CO,2.25,129
1993,CO,41.85,157
1993,CA,90.92,109
1993,NC,119.18,152
1993,WA,1347.04,137
1993,OR,7.84,198
1993,AZ,12.9,214
1993,VA,3.67,145
1993,NV,16.52,175
1993,SC,3.83,139
1993,UT,15.19,165
1993,VA,15.81,152
1993,NV,14.61,108
1993,TX,4.6,110
1993,GA,75.93,183
1993,LA,30.97,152
1993,CO,160.36,297
1993,ID,58.02,242
1993,ID,58.39,296
1993,FL,46.95,201
1993,CO,10.61,102
1993,TX,67.54,183
1993,OR,33.73,170
1993,OR,0.1,185
1993,TN,765.12,287
1993,TN,36.27,205
1993,AZ,12.32,101
1993,FL,106.24,276
1993,CO,81.18,160
1993,CO,7.34,129
1993,FL,8.4,197
1993,MS,27.69,239
1993,MS,4.64,292
1993,ID,25.57,175
1993,WA,250.2,222
1993,CO,102.16,211
1993,AL,78.95,226
1993,WA,76.34,277
1993,MT,11.92,129
1993,NM,5.3,180
1993,WA,12.95,283
1993,NC,109.03,244
1993,SC,43.83,211
1993,AZ,6169.27,288
1993,CO,61.04,183
1993,AZ,81.86,190
1993,NM,90.59,114
1993,WA,6.65,216
1993,AL,134.85,274
1993,GA,19.82,180
1993,MS,33.36,251
1993,NC,19.6,129
1993,TN,262.42,240
1993,NV,12.39,218
1993,LA,17.85,248
1993,MS,20.86,123
1993,NC,0.74,232
1993,CA,111.37,286
1993,TX,18.1,171
1993,CO,100.84,294
1993,NC,2894.7,153
1993,AL,2.13,233
1993,CO,583.15,159
1993,MT,25.47,220
1993,NC,1.0,131
1993,UT,28.71,291
1993,FL,44.28,205
1993,VA,15.01,255
1993,OR,9.17,142
1993,NV,7747.84,293
1993,UT,29.96,119
1993,MS,19.37,154
1993,UT,3.59,166
1993,CO,41.8,131
1993,VA,0.44,140
1993,NM,35.75,168
1993,OR,18.03,224
1993,NC,1577.09,247
1993,TX,9.73,235
1993,VA,149.58,211
1993,NV,151.74,230
1993,OR,45.51,216
1993,NM,87.78,128
1993,LA,288.53,257
1993,LA,343.44,269
1993,VA,34.62,241
1993,CO,226.39,299
1993,WA,2.77,150
1993,TN,177.55,153
1993,TX,57.41,106
1993,WA,148.74,207
1993,CA,239.61,254
1993,ID,20.52,197
1993,TN,852.33,242
1993,GA,161.83,253
1993,FL,4.49,228
1993,SC,54.4,218
1993,NC,26.05,128
1993,SC,8.74,233
1993,VA,8733.81,137
1993,NC,3614.92,215
1993,FL,2471.46,100
1993,AL,21.68,229
1993,AL,255.77,299
1993,WA,8.17,163
1993,WA,64.94,227
1993,TX,222.22,283
1993,TN,0.29,193
1993,TX,4.32,108
1993,NC,545.32,278
1993,TX,37.94,284
1993,WA,139.97,175
1993,LA,27.69,221
1993,TN,15.31,138
1993,AZ,69.76,110
1993,UT,33.64,150
1993,VA,511.31,252
1993,MT,81.65,122
1993,NC,9.96,236
1993,ID,5.36,244
1993,CO,543.74,222
1993,UT,287.41,175
1993,TX,2.65,278
1993,SC,0.74,104
1993,NC,1992.76,210
1993,NM,381.4,265
1993,CA,18.53,168
1993,TN,377.33,186
1993,MS,26.81,234
1993,MS,23.06,161
1993,FL,16.19,159
1993,AZ,9.57,130
1993,FL,154.23,261
1993,MS,79.21,284
1993,ID,9.83,157
1993,NM,516.93,117
1993,LA,16.23,153
1993,OR,32.99,166
1993,FL,12.52,295
1993,TX,86.47,126
1993,CO,100.87,144
1993,LA,1.92,190
1993,NV,21.29,149
1993,ID,18.18,114
1993,SC,6.12,107
1993,OR,9.07,149
1993,ID,12.26,174
1993,CA,2.79,291
1993,NC,4.05,130
1993,WA,9.16,186
1993,AZ,61.47,129
1993,CO,103.73,154
1993,MT,797.22,284
1993,SC,4799.03,133
1993,OR,4.28,120
1993,VA,4.06,164
1993,FL,87.1,281
1993,WA,6.28,232
1993,GA,118.91,206
1993,FL,72.59,291
1993,MT,9.16,117
1993,AZ,16.81,201
1993,OR,1.59,120
1993,MT,23.11,263
1993,OR,24.54,103
1993,NC,69.92,249
1993,OR,66.1,217
1993,GA,21.95,260
1993,LA,52.44,180
1993,OR,7.18,177
1993,CA,230.42,291
1993,TN,5.34,147
1993,WA,12.33,150
1993,AL,6.58,103
1993,LA,180.26,211
1993,FL,152.71,184
1993,LA,17.05,228
1993,NM,293.72,285
1993,MS,15.02,130
1993,WA,40.81,273
1993,NV,1.44,292
1993,LA,7.03,228
1993,ID,42.02,179
1993,TN,2.31,136
1993,VA,2092.33,291
1993,NV,98.06,156
1993,OR,2255.92,206
1993,NC,6.36,175
1993,LA,9.68,239
1993,ID,257.9,253
1993,NC,959.63,124
1993,NC,206.33,215
1993,WA,20.24,193
1993,CO,662.54,191
1993,AZ,47.88,249
1993,TX,5.92,223
1993,UT,1.67,156
1993,LA,0.22,268
1993,AL,53.34,159
1993,ID,4.85,238
1993,ID,17.5,202
1993,UT,30.07,185
1993,AL,329.58,109
1993,NM,4.42,160
1993,AL,34.73,231
1993,SC,31.67,185
1993,WA,17.62,125
1993,CO,89.89,113
1993,MT,78.07,149
1993,OR,1.74,121
1993,FL,36.22,218
1993,AL,13.92,287
1993,AL,84.41,174
1993,AL,13.57,150
1993,AL,1.09,220
1993,TX,40.16,108
1993,TN,26.45,274
1993,CO,26.04,194
1993,TX,14.79,272
1993,NM,56.5,136
1993,TN,60.47,121
1993,TN,313.48,216
1993,GA,96.85,291
1993,WA,21.94,132
1993,AL,110.74,250
1993,MT,44.14,113
1993,AZ,269.48,105
1993,WA,244.01,182
1993,NC,22.12,133
1993,LA,36.12,104
1993,MT,99.78,209
1993,ID,4.98,277
1993,NV,289.34,238
1993,NC,717.13,113
1993,CA,25.88,219
1993,MT,116.4,265
1993,FL,136.85,182
1993,FL,4.27,178
1993,GA,55.52,228
1993,VA,56.71,256
1993,FL,69.72,139
1993,MS,5.48,269
1993,NV,165.66,299
1993,OR,326.19,273
1993,MS,20.26,292
1993,WA,255.67,153
1993,TN,19.57,116
1993,FL,31.1,116
1993,TN,1.4,109
1993,ID,21.86,257
1993,UT,2.31,289
1993,CA,770.84,299
1993,NC,32.38,105
1993,ID,190.37,124
1993,GA,0.79,114
1993,SC,25.79,133
1993,CO,0.71,117
1993,MS,22.4,156
1993,CA,13.7,249
1993,AZ,103.6,213
1993,TX,111.46,101
1993,SC,334.43,266
1993,UT,16.32,263
1993,NV,96.52,209
1993,AL,107.02,163
1993,TX,1359.68,213
1993,CO,59.01,142
1993,CA,8.93,207
1993,ID,98.15,285
1993,TX,177.01,140
1993,OR,133.93,251
1993,UT,677.83,233
1993,VA,199.58,247
1993,NC,8.41,202
1993,VA,6.3,188
1993,OR,8.49,198
1993,NM,258.06,276
1993,TN,19.46,167
1993,ID,447.33,272
1993,LA,164.49,247
1993,WA,7.02,294
1993,CO,34.4,156
1993,MS,140.19,267
1993,GA,535.36,189
1993,TX,210.14,267
1993,AL,1651.12,124
1993,AZ,49.03,123
1993,VA,2.98,160
1993,NV,26.89,229
1993,VA,48.94,284
1993,ID,0.9,285
1993,NM,441.33,205
1993,MT,102.45,225
1993,NC,4.5,206
1993,WA,9.38,264
1993,LA,36.3,248
1993,TX,23.15,195
1993,VA,71.39,260
1993,CA,39.96,164
1993,TN,2.27,247
1993,CA,3.07,138
1993,SC,11.91,299
1993,CA,139.88,129
1993,VA,4.6,208
1993,MS,27.9,276
1993,NM,14.14,200
1993,SC,20.03,260
1993,VA,2.92,206
1993,VA,34.94,262
1993,VA,29.77,129
1993,WA,311.88,245
1993,ID,6.29,292
1993,MS,40.61,217
1993,MT,75.86,123
1993,VA,18.64,113
1993,CO,234.8,128
1993,NM,2.29,128
1993,UT,126.51,267
1993,GA,114.45,127
1993,TX,56.86,263
1993,ID,173.44,234
1993,WA,176.4,259
1993,MS,6.57,295
1993,UT,82.72,282
1993,SC,1.41,176
1993,AZ,74.41,186
1993,AL,17.41,186
1993,ID,1.83,148
1993,AL,8.79,291
1993,TN,3.89,231
1993,TN,34.5,241
1993,MS,3.15,181
1993,GA,165.12,141
1993,CA,19.85,174
1993,UT,8.54,116
1993,FL,1142.91,293
1993,OR,104.3,274
1993,VA,478.03,219
1993,NC,67.13,140
1993,TN,72.29,181
1993,NM,46.43,297
1993,ID,3.54,269
1993,AL,17.84,134
1993,ID,111.54,208
1993,MT,132.64,220
1993,TN,87.51,141
1993,VA,910.12,259
1993,AL,18.42,179
1993,MT,15.6,259
1993,WA,54.31,218
1993,SC,101.84,141
1993,OR,87.07,199
1993,AZ,10.26,246
1993,SC,3.01,116
1993,LA,95.63,270
1993,NC,7.52,110
1993,OR,25.19,225
1993,NV,48.91,275
1993,UT,40.04,156
1993,MT,489.48,107
1993,MS,12.76,161
1993,CA,55.8,231
1993,GA,47.01,194
1993,NC,21.96,114
1993,SC,72.04,247
1993,MT,217.36,141
1993,VA,505.12,269
1993,TN,6918.25,277
1993,AZ,18.68,186
1993,WA,26.03,132
1993,AL,290.55,238
1993,GA,32.51,291
1993,ID,9.4,288
1993,ID,24.05,214
1993,AZ,1.12,115
1993,NC,1443.21,131
1993,FL,1193.83,103
1993,NM,16.02,149
1993,NC,47.33,292
1993,CO,1.41,201
1993,GA,41.07,192
1993,VA,1.17,215
1993,AL,5.17,130
1993,GA,61.37,136
1993,LA,105.89,108
1993,MT,638.2,264
1993,AZ,0.9,227
1993,VA,12.52,173
1993,LA,6017.36,296
1993,FL,0.43,281
1993,CO,17.97,249
1993,MT,142.48,179
1993,CA,3068.94,150
1993,TX,3.72,252
1993,MS,45.57,150
1993,ID,593.45,134
1993,GA,88.45,185
1993,WA,22.68,278
1993,CA,63.83,238
1993,NV,370.94,169
1993,MT,14.43,101
1993,NC,2.85,156
1993,CA,1.27,201
1993,CA,35.64,263
1993,VA,5.97,247
1993,NC,32.19,295
1993,WA,0.1,123
1993,FL,207.84,167
1993,NV,181.55,270
1993,MT,211.13,288
1993,AL,4.84,165
1993,TX,26.9,145
1993,UT,4.66,243
1993,VA,54.62,276
1993,TX,4.95,192
1993,GA,38.59,122
1993,VA,15.77,250
1993,MS,0.78,292
1993,NC,58.16,137
1993,CO,1011.73,160
1993,VA,14.5,127
1993,SC,1.45,178
1993,ID,4.48,157
1993,AZ,11.54,184
1993,CA,10.31,148
1993,ID,2.27,102
1993,CO,16.12,194
1993,GA,81.74,274
1993,OR,104.28,151
1993,NM,44.19,260
1993,WA,0.62,233
1993,GA,250.44,113
1993,AZ,5.9,288
1993,WA,432.68,240
1993,ID,123.48,214
1993,GA,112.73,124
1993,MS,311.63,121
1993,LA,87.95,227
1993,TX,7.0,228
1993,MT,47.58,291
1993,NV,298.93,136
1993,AZ,1.63,203
1993,WA,69.23,232
1993,FL,343.44,103
1993,NM,72.01,106
1993,NM,64.66,150
1993,LA,8.48,105
1993,MT,59.74,118
1993,CO,2.36,290
1993,FL,71.43,108
1993,TX,1121.24,110
1993,ID,11.41,178
1993,CA,11.7,274
1993,UT,1548.95,258
1993,AZ,46.25,296
1993,VA,12.08,229
1993,MT,10.24,190
1993,SC,3.47,257
1993,TX,119.42,155
1993,NM,15.42,225
1993,TX,97.89,241
1993,UT,629.46,121
1993,TN,6.57,205
1993,CA,25.17,256
1993,ID,21.44,146
1993,CO,759.05,255
1993,UT,19.06,217
1993,OR,25.3,133
1993,UT,23.44,269
1993,VA,82.52,281
1993,VA,276.76,239
1993,FL,2283.81,214
1993,NV,707.2,292
1993,TN,79.87,223
1993,NM,13.31,283
1993,AZ,97.15,186
1993,TN,37.39,242
1993,OR,203.76,229
1993,AZ,25.12,246
1993,AL,15.62,251
1993,MS,11.85,210
1993,WA,2.82,273
1993,TN,8.07,215
1993,TN,27.63,178
1993,NC,434.46,157
1993,GA,39.59,229
1993,SC,325.96,208
1993,WA,776.1,162
1993,NC,23.58,238
1993,FL,244.41,268
1993,WA,19.32,263
1993,NM,15.77,182
1993,UT,8.42,229
1993,OR,112.67,222
1993,VA,48.27,143
1993,NM,2.58,214
1993,AL,7.12,226
1993,NV,379.54,287
1993,UT,64.82,100
1993,TX,0.39,226
1993,SC,809.79,237
1993,NM,59.78,106
1993,NV,89.34,282
1993,NM,2.79,162
1993,UT,53.26,282
1993,WA,21.73,195
1993,TX,10.91,149
1993,ID,413.62,135
1993,NV,47.13,253
1993,WA,13.49,275
1993,NM,44.52,299
1993,AZ,11.89,111
1993,AZ,518.22,179
1993,NC,69.95,182
1993,CA,0.18,256
1993,CA,1.54,235
1993,WA,338.15,288
1993,AL,143.09,244
1993,TN,7.84,163
1993,AZ,526.38,294
1993,AZ,241.99,102
1993,GA,9.44,205
1993,NC,108.29,229
1993,NM,251.32,258
1993,CA,8.61,218
1993,CA,25.8,229
1993,LA,53.9,208
1993,NV,124.78,298
1993,NC,45.46,252
1993,NM,0.41,132
1993,TN,4.97,133
1993,AL,531.68,154
1993,WA,77.44,109
1993,NM,4.78,130
1993,FL,1.25,203
1993,CA,23.78,183
1993,NM,716.94,158
1993,CA,9.49,111
1993,FL,49.63,208
1993,MS,139.83,281
1993,GA,15.87,248
1993,FL,3.55,155
1993,AZ,65.98,226
1993,ID,119.18,103
1993,LA,396.88,172
1993,WA,136.06,131
1993,AZ,35.88,183
1993,GA,5.72,177
1993,CA,342.83,165
1993,VA,13.81,296
1993,FL,46.6,249
1993,WA,58.5,126
1993,MT,0.96,212
1993,FL,13.43,225
1993,AZ,20.16,264
1993,ID,15.18,195
1993,NC,765.97,132
1993,GA,40.87,177
1993,ID,78.54,247
1993,NM,1326.77,185
1993,WA,36.18,234
1993,CO,5.25,242
1993,WA,36.34,179
1993,OR,21.94,145
1993,OR,20.12,186
1993,CA,9.32,185
1993,LA,5.23,126
1993,UT,64.46,297
1993,ID,57.51,177
1993,CO,50.06,126
1993,CO,0.48,140
1993,ID,27.78,185
1993,AZ,3.35,185
1993,AZ,74.07,194
1993,AZ,1.65,206
1993,AZ,0.59,112
1993,MS,13.44,266
1993,VA,15.21,119
1993,NC,196.69,199
1993,UT,4.47,105
1993,VA,140.67,185
1993,CA,18.75,281
1993,CA,124.07,182
1993,SC,170.07,111
1993,AL,7.55,122
1993,VA,44.68,261
1993,NM,151.23,184
1993,SC,15.41,215
1993,ID,21.07,203
1993,SC,6.96,259
1993,NM,4.16,128
1993,NC,98.84,173
1993,GA,173.12,204
1993,OR,12.38,209
1993,AZ,23.61,112
1993,CO,55.85,298
1993,CA,382.48,244
1993,TN,65.87,158
1993,NM,3.56,213
1993,CA,13.37,132
1993,NC,175.53,177
1993,NM,77.21,178
1993,GA,10.79,261
1993,NV,362.94,185
1993,ID,113.26,174
1993,AL,37.18,265
1993,CA,1.33,113
1993,NC,658.51,213
1993,UT,17.66,233
1993,OR,2.4,113
1993,VA,2.71,291
1993,WA,14.17,125
1993,CO,117.5,248
1993,NC,360.7,162
1993,NV,4.62,292
1993,CO,3.81,188
1993,CO,10.27,262
1993,OR,82.36,161
1993,ID,41.09,168
1993,ID,18.79,215
1993,WA,22.61,205
1993,CA,113.17,236
1993,WA,120.58,201
1993,WA,42.44,200
1993,SC,472.97,253
1993,OR,2.35,238
1993,GA,14.36,106
1993,FL,26.51,271
1993,VA,16.31,200
1993,MT,1014.37,218
1993,UT,35.82,103
1993,WA,10.03,275
1993,OR,1.96,263
1993,UT,475.65,148
1993,WA,179.61,228
1993,NV,2.08,247
1993,WA,5.86,107
1993,AZ,1.33,238
1993,MS,54.15,279
1993,AL,1.14,152
1993,GA,244.17,237
1993,AZ,43.89,150
1993,OR,15.7,134
1993,ID,9.54,230
1993,MT,10.49,167
1993,CO,21.17,104
1993,GA,9.51,247
1993,MS,13.79,198
1993,NC,39.45,135
1993,LA,242.47,180
1993,TX,29.29,157
1993,NV,32.44,112
1993,FL,3.44,277
1993,ID,3.16,158
1993,UT,27.55,103
1993,SC,4.62,255
1993,CA,38.83,217
1993,AZ,40.92,154
1993,ID,58.18,200
1993,OR,83.64,238
1993,MT,68.79,200
1993,AZ,0.77,162
1993,VA,18.85,237
1993,AL,9.85,194
1993,VA,3.41,288
1993,OR,7.66,219
1993,UT,0.9,130
1993,NM,65.43,139
1993,LA,20.6,178
1993,NC,346.26,103
1993,LA,5.37,237
1993,CA,125.34,225
1993,WA,86.26,175
1993,UT,49.49,154
1993,ID,191.67,138
1993,OR,64.39,213
1993,NC,26.19,165
1993,ID,7.54,236
1993,TX,33.67,283
1993,FL,357.98,170
1993,OR,103.24,146
1993,VA,79.32,199
1993,MS,4.64,243
1993,FL,359.15,138
1993,GA,667.92,274
1993,VA,18.8,110
1993,OR,66.79,221
1993,CO,716.54,244
1993,VA,20.8,201
1993,AL,42.45,234
1993,NC,1.56,214
1993,VA,48.39,227
1993,UT,279.18,224
1993,VA,175.76,249
1993,OR,40.52,270
1993,CA,4.22,214
1993,GA,4.23,183
1993,AL,11.01,163
1993,MS,612.81,141
1993,NM,17.86,242
1993,MT,63.32,159
1993,OR,92.16,287
1993,NV,319.36,152
1993,OR,1.15,215
1993,LA,0.65,145
1993,FL,8.32,263
1993,MS,2.45,212
1993,OR,54.92,266
1993,SC,50.29,200
1993,NC,176.59,200
1993,MS,142.65,118
1993,UT,288.8,237
1993,TX,4.86,171
1993,FL,10.25,260
1993,TN,107.14,289
1993,FL,29.12,120
1993,NM,440.04,279
1993,VA,89.97,207
1993,MT,9.84,113
1993,UT,338.21,264
1993,MT,2.91,160
1993,NV,10.11,239
1993,MT,165.15,296
1993,AL,102.17,210
1993,AZ,0.38,210
1993,VA,187.98,201
1993,GA,1.17,130
1993,SC,53.36,128
1993,AZ,34.86,163
1993,UT,36.15,178
1993,SC,60.18,290
1993,WA,4.77,148
1993,UT,0.12,173
1993,TN,9.48,277
1993,LA,72.69,108
1993,LA,32.13,206
1993,LA,2.61,174
1993,FL,28.66,205
1993,MS,53.49,113
1993,LA,6.77,196
1993,VA,588.96,100
1993,AZ,6.16,125
1993,NV,12.53,206
1993,UT,41.8,102
1993,ID,26.48,210
1993,NM,50.48,116
1993,ID,1.91,170
1993,CO,14.48,258
1993,NV,0.68,194
1993,LA,13.75,151
1993,CA,21.35,206
1993,NM,28.02,110
1993,SC,17.73,116
1993,LA,1.36,190
1993,UT,44.07,200
1993,ID,716.52,202
1993,VA,3.92,231
1993,CO,764.18,212
1993,VA,3.56,281
1993,TN,125.91,288
1993,UT,540.88,197
1993,AL,1360.59,132
1993,NM,1.82,228
1993,CA,148.31,126
1993,OR,347.02,228
1993,GA,0.94,217
1993,AZ,1.81,179
1993,TX,22.11,102
1993,MT,35.8,170
1993,TX,85.82,123
1993,FL,37.23,132
1993,CO,170.18,182
1993,UT,39.02,279
1993,LA,0.75,203
1993,CA,3.48,235
1993,MS,13.89,181
1993,ID,89.28,133
1993,MT,2.42,154
1993,MS,3901.63,254
1993,ID,2.67,152
1993,OR,4.63,217
1993,CA,12.32,150
1993,MS,0.95,238
1993,WA,19.47,227
1993,WA,16.99,164
1993,TX,35.3,187
1993,GA,23.16,286
1993,GA,107.88,275
1993,GA,61.57,124
1993,MT,17.79,143
1993,CO,17.41,169
1993,VA,55.96,278
1993,CO,2.39,196
1993,NV,12.16,215
1993,AL,1255.93,263
1993,OR,45.62,185
1993,WA,1692.72,296
1993,WA,24.29,208
1993,NC,3.04,101
1993,TX,43.87,128
1993,FL,128.41,112
1993,OR,0.44,184
1993,TN,0.9,185
1993,VA,13.84,228
1993,CO,83.94,185
1993,UT,14.6,102
1993,VA,432.16,295
1993,LA,27.53,216
1993,WA,1613.9,296
1993,TX,34.36,133
1993,NV,374.9,190
1993,NC,407.84,191
1993,NM,92.7,194
1993,MT,4.27,184
1993,MS,12.73,141
1993,OR,133.66,186
1993,TX,200.16,225
1993,WA,118.04,138
1993,OR,546.36,276
1993,NM,22.21,181
1993,NV,309.05,266
1993,CO,18.84,129
1993,ID,0.13,201
1993,NV,16.63,146
1993,LA,4.3,283
1993,GA,129.71,113
1993,GA,9.94,149
1993,TN,53.34,187
1993,MS,27.22,100
1993,CA,0.22,225
1993,AZ,16.45,192
1993,AZ,61.78,127
1993,MT,15.31,249
1993,MT,10.97,277
1993,AZ,0.1,282
1993,NM,72.63,192
1993,CA,67.9,192
1993,FL,15.15,212
1993,TX,3.02,280
1993,CO,5.69,160
1993,OR,3.26,222
1993,FL,67.92,276
1993,SC,48.16,197
1993,AL,33.23,280
1993,OR,1012.03,131
1993,AZ,66.87,174
1993,TX,322.12,297
1993,VA,24.94,153
1993,NC,17.47,125
1993,TN,1.37,288
1993,AZ,0.95,265
1993,CO,125.47,294
1993,UT,261.65,270
1993,WA,1170.54,226
1993,GA,18.99,176
1993,AL,3.06,162
1993,TX,3.87,268
1993,TX,161.35,290
1993,UT,64.85,252
1993,NV,236.09,192
1993,CA,20.32,287
1993,WA,9.07,122
1993,LA,1152.66,171
1993,TN,264.2,284
1993,LA,40.49,117
1993,MT,1.3,170
1993,AZ,258.9,148
1993,MT,19.52,252
1993,MT,44.39,220
1993,OR,17.2,245
1993,AL,244.81,251
1993,LA,1.65,183
1993,CO,95.91,285
1993,UT,37.79,128
1993,GA,8.16,179
1993,TX,25.88,243
1993,MS,49.42,273
1993,OR,18.97,225
1993,CO,180.36,104
1993,LA,11596.03,155
1993,MT,3.73,108
1993,LA,7.5,247
1993,AZ,4306.4,122
1993,AL,78.57,154
1993,MS,9.47,159
1993,NC,6.83,224
1993,AL,7.2,185
1993,NM,1440.68,163
1993,VA,3.86,117
1993,OR,83.35,171
1993,UT,6.99,142
1993,UT,277.17,292
1993,VA,12.0,174
1993,NV,893.5,143
1993,UT,2.53,245
1993,AZ,997.51,284
1993,MS,3.25,258
1993,TN,110.37,152
1993,CO,2.01,164
1993,CA,655.68,238
1993,NV,0.79,299
1993,NV,1043.23,212
1993,AZ,46.9,103
1993,AZ,2.29,272
1993,GA,475.72,168
1993,VA,7.59,123
1993,GA,186.02,133
1993,CO,0.77,104
1993,LA,97.0,154
1993,ID,5.28,178
1993,NV,21.37,233
1993,FL,8.67,240
1993,ID,82.65,297
1993,NV,141.41,197
1993,MS,56.35,220
1993,CA,6.31,201
1993,OR,123.77,146
1993,MT,12.64,195
1993,NC,19.92,241
1993,UT,874.21,250
1993,TN,2177.72,276
1993,VA,275.86,170
1993,AL,79.78,292
1993,GA,28.14,172
1993,TX,4301.91,167
1993,CA,52.13,155
1993,VA,98.43,136
1993,AZ,40.3,199
1993,AZ,176.62,100
1993,MS,9.31,209
1993,MT,140.73,294
1993,FL,7.53,277
1993,NC,23.25,230
1993,ID,4.62,233
1993,MT,85.23,294
1993,MS,7.93,269
1993,UT,407.56,266
1993,AL,43.66,228
1993,NC,3.6,226
1993,NV,50.82,111
1993,UT,463.25,166
1993,TX,1.92,202
1993,MT,520.71,132
1993,WA,7.83,211
1993,MT,5.05,285
1993,CA,3.1,287
1993,UT,53.85,117
1993,TX,4.3,200
1993,NM,17.19,152
1993,WA,10.28,188
1993,AZ,4564.49,112
1993,ID,1206.34,167
1993,MS,3.36,231
1993,VA,98.83,131
1993,ID,1.27,241
1993,OR,19.16,144
1993,CO,140.82,229
1993,UT,362.31,289
1993,AL,74.94,264
1993,CA,98.2,203
1993,AZ,1454.3,277
1993,LA,132.37,290
1993,MT,25.88,289
1993,OR,121.43,292
1993,AZ,32.28,263
1993,CO,2.61,252
1993,MS,40.04,219
1993,NC,15.88,178
1993,CA,26.61,183
1993,NM,6.9,219
1993,VA,46.61,166
1993,FL,1.42,264
1993,AL,10.86,229
1993,GA,10.3,281
1993,OR,25.62,102
1993,MT,146.13,259
1993,CO,71.31,148
1993,GA,53.61,156
1993,NM,116.4,261
1993,TX,7.95,246
1993,CO,39.91,120
1993,GA,120.65,210
1993,NM,11.21,287
1993,LA,0.41,176
1993,NC,8.63,254
1993,VA,106.75,223
1993,CO,60.66,238
1993,VA,3.91,218
1993,OR,339.32,106
1993,MT,496.91,123
1993,GA,13.22,253
1993,WA,19.51,275
1993,UT,24.81,252
1993,MT,10.3,144
1993,SC,35.16,102
1993,AL,12.78,164
1993,TN,5.49,297
1993,AL,183.26,280
1993,ID,3.94,219
1993,UT,47.96,161
1993,AL,421.29,270
1993,MT,7.8,218
1993,MT,5.57,216
1993,WA,25.68,281
1993,FL,1.5,130
1993,UT,1.11,194
1993,UT,1100.88,111
1993,LA,135.76,184
1993,NV,131.33,286
1993,OR,912.85,283
1993,MS,44.88,142
1993,NC,226.34,122
1993,MS,2.81,292
1993,TX,31.96,140
1993,TX,27.88,160
1993,UT,96.78,192
1993,CA,5.02,177
1993,GA,20.62,241
1993,FL,46.39,291
1993,UT,0.52,284
1993,GA,1.17,101
1993,CA,19.61,177
1993,MS,138.34,266
1993,OR,41.06,136
1993,AZ,1.03,211
1993,CA,320.41,144
1993,CO,197.19,106
1993,NC,27.93,296
1993,TX,297.01,253
1993,OR,103.56,269
1993,OR,3.16,109
1993,VA,14.81,174
1993,ID,9.94,192
1993,OR,7.23,142
1993,MT,1.13,244
1993,AL,136.22,136
1993,WA,111.58,234
1993,NM,14.16,185
1993,ID,1085.56,179
1993,OR,0.19,175
1993,AZ,157.7,219
1993,SC,31.92,215
1993,NM,114.85,181
1993,NM,476.47,210
1993,FL,88.49,246
1993,AZ,3.89,266
1993,TN,9.23,193
1993,TN,307.37,192
1993,VA,492.66,212
1993,GA,1.48,108
1993,MS,2.05,260
1993,LA,1469.18,215
1993,VA,13.14,224
1993,WA,201.59,221
1993,CA,5.47,177
1993,NC,253.95,262
1993,MT,63.27,213
1993,OR,681.46,281
1993,CA,1685.02,255
1993,TX,47.34,123
1993,SC,21.19,124
1993,LA,922.55,249
1993,UT,204.67,287
1993,AZ,21.97,267
1993,UT,14.79,219
1993,TN,4.57,237
1993,NV,2.24,240
1993,TX,3.56,123
1993,ID,279.89,186
1993,NV,0.35,223
1993,WA,563.5,231
1993,SC,13.06,159
1993,AZ,96.01,136
1993,GA,73.14,107
1993,LA,22.04,234
1993,TN,51.22,298
1993,FL,33.93,160
1993,LA,48.13,110
1993,AZ,568.4,111
1993,AZ,244.17,151
1993,CO,26.4,252
1993,GA,2.79,289
1993,GA,46.02,185
1993,VA,62.89,295
1993,SC,1060.75,258
1993,NC,147.8,168
1993,MT,3.36,231
1993,CA,153.15,221
1993,ID,51.48,194
1993,MS,24.35,144
1993,TX,5.49,201
1993,FL,328.29,141
1993,AL,12.99,109
1993,TX,6.34,165
1993,TX,3.16,177
1993,ID,29.4,287
